respondent_id,dept,tenure_years,role_level,region,exit_date,satisfaction,response
R-2426,Sales,6.75,IC,EMEA,2025-12-20,3,"Honestly, the title changed once in five years and the work never did. Also, my time here taught me a lot about the industry."
R-2427,Sales,1,Lead,EMEA,2025-08-16,3,We shipped on adrenaline for two years and I ran out and on top of that I joined as a remote employee and was reclassified without a conversation.
R-2428,Support,16.25,IC,EMEA,2024-10-17,4,Compensation was the one thing they refused to discuss honestly and at the same time my skills were getting stale on old tooling.
R-2429,Sales,9.25,Lead,NA,2024-11-20,2,"Bottom line: I asked about a raise twice and got vague answers both times. Also, my supervisor canceled our one-on-ones for two months running — and honestly, everyone on my team is interviewing and I just went first."
R-2430,Operations,16.5,IC,APAC,2024-09-04,4,"Short version: the offboarding process was smooth and respectful. To be fair, nothing dramatic to report from my corner."
R-2431,Support,0.25,Lead,EMEA,2025-05-16,3,Please refer to my previous answer regarding the exit process for full details.
R-2432,People,1.5,Director,EMEA,2025-10-04,1,Please refer to my previous answer regarding the exit process for full details.
R-2433,Operations,12.75,Manager,NA,2025-11-17,3,Please refer to my previous answer regarding the exit process for full details.
R-2434,Engineering,7,IC,APAC,2024-08-18,2,Please refer to my previous answer regarding the exit process for full details.
R-2435,Sales,4.5,Manager,NA,2024-07-18,3,Please refer to my previous answer regarding the exit process for full details.
R-2436,Engineering,14.5,IC,NA,2025-03-28,5,Please refer to my previous answer regarding the exit process for full details.
R-2437,Sales,2.25,IC,APAC,2025-06-09,4,Please refer to my previous answer regarding the exit process for full details.
R-2438,Operations,10,IC,NA,2025-11-05,1,I wish the next cohort a smooth ride and on top of that this move is about geography more than anything.
R-2439,Sales,12.5,IC,NA,2024-10-27,3,"Al final, el equipo en sí era muy amable y lo voy a extrañar. También, aprendí mucho del oficio en esta empresa."
R-2440,Sales,0.75,IC,NA,2025-04-23,2,"Honestly, the on-target earnings were a fiction nobody hit. Meanwhile, every quarter ended in a sprint that erased the weekends, plus I was done, fully and completely done."
R-2441,Support,12.25,IC,EMEA,2025-12-08,4,"The management training was a video from 2011 and on top of that two reorgs erased the role I was being groomed for, plus I want to thank the people who trained me."
R-2442,Engineering,5,IC,LATAM,2025-11-05,4,"Off the record but on the form: the tools and equipment were always solid, plus the tools and equipment were always solid."
R-2443,Engineering,15,IC,EMEA,2025-12-25,2,"Where to start — management hid bad news until it was unavoidable. Also, every quarter ended in a sprint that erased the weekends and on top of that the role was a dead end dressed up as stability. Beyond that, there is real regret mixed in with the relief."
R-2444,Operations,0.25,Lead,NA,2025-09-18,3,"Honestly, the exit interview questions were thoughtful, including this one. Beyond that, the startup itch finally won."
R-2445,Engineering,13.25,Lead,NA,2024-12-21,4,"I made friendships here that will outlast the job, plus I learned the trade here and I am grateful for that."
R-2446,Support,2.5,Manager,EMEA,2025-10-09,5,"After five rounds of reflection: my paycheck did not reflect the scope I carried and on top of that remote-first hiring, office-first management."
R-2447,People,0.5,Lead,NA,2025-06-15,1,"If I am being candid, my trajectory was a flat line and I am too early in my career for that. Meanwhile, the mission still resonates with me."
R-2448,Engineering,0.25,Manager,NA,2025-11-16,2,"Compensation never kept up with the market — and honestly, quitting cost me money and was worth every cent. Beyond that, nothing dramatic to report from my corner."
R-2449,Operations,9.5,IC,EMEA,2025-07-29,5,"Plainly put, a competing offer beat my pay by forty percent. Beyond that, remote-first hiring, office-first management."
R-2450,Support,4.25,Director,APAC,2024-11-03,2,"They froze salaries while posting record numbers. To be fair, nothing dramatic to report from my corner."
R-2451,Operations,10,IC,EMEA,2025-03-15,4,"I asked about a raise twice and got vague answers both times, plus my supervisor rewrote my work at midnight without telling me why."
R-2452,Sales,13.25,IC,NA,2025-12-12,1,"I miss the people more than I thought possible and it stings, plus my time here taught me a lot about the industry."
R-2453,Sales,4.25,IC,LATAM,2024-11-25,2,Chronic understaffing turned every small task into overtime.
R-2454,Engineering,1.5,IC,EMEA,2024-11-02,4,"Equity refreshers dried up and the salary never made up for it. To be fair, the directors fought each other and we absorbed the shrapnel. Beyond that, the relocation was for my partner's job."
R-2455,Support,2,IC,NA,2025-04-25,3,"Since you asked: the startup itch finally won. Beyond that, the interview process that brought me in was the best I have experienced."
R-2456,Engineering,5.25,Manager,APAC,2024-07-13,2,"Management ignored the postmortem actions three releases in a row. Beyond that, capacity planning here is a hope and a calendar invite. Beyond that, leaving was self-preservation at that point."
R-2457,Engineering,1,IC,NA,2025-12-03,3,"Me fui para seguir aprendiendo, así de simple."
R-2458,Marketing,5.25,IC,EMEA,2025-05-04,5,"Honestly, I wanted to grow into new skills and the role refused to grow with me and at the same time this move is about geography more than anything."
R-2459,Support,1.5,IC,NA,2024-10-09,3,"Leadership changed direction every quarter without explanation. Meanwhile, the workload was relentless and the headcount never came and on top of that the interview process that brought me in was the best I have experienced."
R-2460,Operations,11.5,IC,EMEA,2025-04-18,2,"The management churn meant four bosses in eighteen months. To be fair, I mastered the role and then it just repeated — and honestly, three days a week in the office added a commute and subtracted nothing else and at the same time the resignation letter sat in my drafts for six months before I sent it."
R-2461,Engineering,11,IC,APAC,2025-02-16,1,"Off the record but on the form: a former colleague recruited me into the new role. Beyond that, the benefits package was reasonable overall and on top of that a former colleague recruited me into the new role."
R-2462,Operations,7.25,IC,LATAM,2025-09-14,2,Look — the management training was a video from 2011 and on top of that I told myself one more bad month and I meant it.
R-2463,Operations,16.25,IC,EMEA,2025-01-07,4,"The learning stipend vanished and so did the conferences — and honestly, the hybrid schedule was hybrid in name only."
R-2464,Engineering,8.25,Director,APAC,2024-07-10,5,"Look — I was exhausted on Monday mornings, which told me everything and on top of that the exit interview questions were thoughtful, including this one."
R-2465,Operations,15.75,IC,NA,2025-08-22,3,Remote work was a lifeline for my family and it got cut.
R-2466,Engineering,0.75,IC,EMEA,2025-04-15,2,"The office snacks deserve a small tribute. To be fair, I am going back to school in the fall."
R-2467,People,0.25,IC,NA,2025-02-23,4,"After five rounds of reflection: the compensation philosophy slide deck changed nothing about my paycheck. Also, the product problems were interesting most of the time."
R-2468,Engineering,9.5,Manager,NA,2025-08-09,3,"Since you asked: leadership changed direction every quarter without explanation. Meanwhile, a former colleague recruited me into the new role."
R-2469,Sales,0.25,IC,NA,2024-12-28,5,"Simply put, the open seating plan plus mandatory attendance equals headphones all day and on top of that the exit interview questions were thoughtful, including this one."
R-2470,Engineering,7.5,IC,APAC,2025-08-15,3,"My manager could not make a decision without three approvals, plus the new place is fine, but fine has made me question the move."
R-2471,Support,7.5,Lead,NA,2024-12-09,1,"I could not justify staying at that salary — and honestly, the overtime was unpaid, expected, and endless."
R-2472,Support,2.75,Lead,NA,2025-12-27,5,"My time here taught me a lot about the industry. Also, the project I leave behind is in capable hands."
R-2473,Support,0.5,IC,EMEA,2025-07-08,5,"Bottom line: an opportunity came along that was too specific to pass up. Also, overall a decent run with a quiet ending."
R-2474,Engineering,0.25,Lead,APAC,2024-09-23,3,Career development meant a webinar link in a newsletter and on top of that the tools and equipment were always solid.
R-2475,Engineering,5,Manager,APAC,2025-02-07,4,"The benefits package was reasonable overall — and honestly, I am switching industries to be closer to healthcare work."
R-2476,Marketing,1.25,IC,LATAM,2024-09-05,5,"My salary stayed flat for three straight years. Beyond that, burnout crept in during my first year and never left."
R-2477,Support,3,IC,NA,2024-09-25,4,"I appreciated the honest conversations on the way out. Also, the tools and equipment were always solid."
R-2478,Engineering,17.75,IC,NA,2025-03-07,2,"If I am being candid, capacity planning here is a hope and a calendar invite, plus I wanted to grow into new skills and the role refused to grow with me. Also, the anchor days filled the office without filling it with purpose."
R-2479,People,13.75,IC,NA,2025-11-24,2,"If I am being candid, the pay was simply too low for the work and at the same time I miss the people more than I thought possible and it stings."
R-2480,Operations,8,Director,LATAM,2025-10-04,3,My time here taught me a lot about the industry and on top of that I want to thank the people who trained me.
R-2481,Engineering,0.25,Lead,APAC,2024-09-08,5,"Honestly, the company is full of talented people — and honestly, the office snacks deserve a small tribute, plus I made friendships here that will outlast the job."
